id,section,user,timestamp,comment,parent_id,indent_level,article,page_id
2166658_72dd57_3,Pre-FAC list,4thfile4thrank,"19:15, 2 December 2020",What is the difference between websites and articles?,2166658_72dd57_2,2,Hemothorax,2166658
2166658_72dd57_4,Pre-FAC list,SandyGeorgia,"17:19, 25 November 2020","* Alt text should be added to the images.
* You can install this script and learn to distinguish hyphens from WP:ENDASHes and WP:EMDASHes. (I have run the script to correct the existing faulty hyphens.)
* You can install this script to see duplicate wikilinks; wikilinking still needs to be addressed. There are duplicate links as well as missing links (eg, we can't throw a word like iatrogenic at our readers without a link).
* It is unclear if AJpolino's comments have been addressed.  When prepping for FAC (or when at FAC), on should indicate what has been addressed and how  ... preferably by also including a link.
* This google book search makes it appear that there are equine sources.  See Wikipedia:Manual of Style/Medicine-related articles#Diseases or disorders or syndromes, Other animals.
: Equine sources is
I hope this gives you enough to work on for a while, and will be happy to re-review once all of this is addressed.",,0,Hemothorax,2166658
2166658_74830e_1,Does anyone check this page,Steve M,"01:47, 16 January 2021",I rarely use article talk pages as I feel that no one checks wi without a ping. I plan to use it to document my improvements. Does anyone check this page?,,0,Hemothorax,2166658
2166658_74830e_2,Does anyone check this page,SandyGeorgia,"19:54, 16 January 2021","(I just realized you are 4thfile), and  I have been meaning to comment that part of the problem has been that posts to my talk page are less effective for article improvement than posts to the article talk page, as others editors might not see them.  It would be optimal to keep article queries here on article talk.
:* I know you have several times asked about citation formatting, and I have answered with concerns about the actual sourcing, as opposed to the formatting. [[link]
:* I understand you are also inquiring about WP:MEDDATE; it is preferable for a Featured article to find sources, where possible, that are less than five years old, but that is not always possible.
:* In his post above at 02:16, 6 November 2020, Ajpolino listed several recent reviews that have not all been incorporated.
:* There are still some sources in the article that are not high quality as required by WP:WIAFA (eg Stat Pearls), so editors knowledgeable about the condition would need to opine whether those sources could be upgraded, or whether what they are citing is uncontroversial.
:* There are still some citation formatting issues, samples only below.
::*  Salmon, Nadine; Lynch, Shelley; Muck, Kelly (2007-08-30). ""Chest tube management"" (PDF). No publisher, inconsistent author format, and unconvinced whether that is a high quality source.
::*  Mansour, Wissam; Samaha, Ghassan; El Bitar, Sandy; Esper, Ziad; Maroun, Rabih (2017-08-02). ""Intercostal Artery Laceration: Rare Complication of Thoracentesis and Role of Ultrasound in Early Detection"". Case Reports in Pulmonology. PMID, DOI, some identifier and it is a case report (see WP:MEDRS on the need to use secondary reviews).
::* Zeiler, Jacob; Idell, Steven; Norwood, Scott; Cook, Alan (2020-1). Incorrect date formatting
: That said, I am less concerned about inconsistent citation formatting, as I am willing to clean that up myself, than I am about whether or not the article is correctly sourced to recent high-quality reviews.  Once that is sorted, I am more than willing to clean up the citations. The focus should be now on making sure that high quality sources are incorporated, including those listed above by Ajpolino, and that the article comprehensively covers each area as outlined at Wikipedia:Manual of Style/Medicine-related articles#Diseases or disorders or syndromes.  For that purpose, keeping discussion here on talk, where content experts can weigh in, will be helpful.
: And finally, once the sourcing and comprehensiveness are brought to WP:WIAFA standard, and the content has been reviewed by editors familiar with the topic (like Memdmarti and Axl), then there should be a thorough WP:MOS and prose check before re-approaching WP:FAC.  Good progress is happening, but there's a bit more to do here,",2166658_74830e_1,1,Hemothorax,2166658
2166658_74830e_3,Does anyone check this page,Steve M,"20:01, 16 January 2021",The horses section had no real choice but ancient books due to a lack of data on the topic and lack of access to literature. Is that acceptable?,2166658_74830e_2,2,Hemothorax,2166658
2166658_74830e_4,Does anyone check this page,Steve M,"20:23, 16 January 2021",", Are there any good sources that are not reviews? The textbook and a few articles exist, but are there any real sources that are good and are not reviews?",2166658_74830e_2,2,Hemothorax,2166658
2166658_74830e_5,Does anyone check this page,SandyGeorgia,"20:38, 16 January 2021","I believe Axl, Memdmarti and Ajpolino would be better able to answer that than I am, because a) content experts, and b) they have better access to medical libraries than I do.  They could also indicate if they know if there are no more recent or more reliable sources than those used so far.",2166658_74830e_4,3,Hemothorax,2166658
2166658_74830e_6,Does anyone check this page,Spicy,"21:27, 16 January 2021","FWIW, I'm watchlisting this page. (I more or less watchlist every page I edit). I had a look at a few recent edits and I have some concerns about close paraphrasing:
{| class=""wikitable""
|+
|-
! Source/diff !! Article text !! Source text
|-
| Source Diff|| Physical examinations are nonspecific, but may show reduced lung sounds and heart sounds that are muffled and are heard over a wide area. Percussion can produce a dull area, but the procedure can be painful, especially in traumatic cases. Ultrasound is an effective method to detect and fluid in the pleural cavity. || Clinical examination is nonspecific, but may reveal decreased lung sound ventrally and muffled heart sounds that radiate over a wide area. Percussion may detect ventral areas of dullness, but this procedure may be painful, especially in cases of thoracic trauma. Thoracic ultrasonography is the method of choice to detect fluid in the chest cavity.
|-
|Source Diff|| Vascular hemothorax is often caused by the rupture of the descending aorta. It initially occurs in the left pleural and mediastinal area due to the close vicinity of the pleural cavity. It is rare for a rupture of the thoracic aorta to result in a hemothorax, as the bleeding primarily occurs in the pericardial space. || Haemothorax of vascular origin is often due to a rupture of the descending thoracic aorta, initially in the mediastinal and left pleural space due to the proximity of the pleural cavity. Rupture of the thoracic aorta in the right pleural cavity is rare. The ascending thoracic aorta bleeds mainly into the pericardium.
|-
|}
:: I haven't checked to see if this is a problem throughout the article, but I think that these examples, at least, could use some rephrasing.",2166658_74830e_2,2,Hemothorax,2166658
2166658_74830e_7,Does anyone check this page,Ajpolino,"23:07, 16 January 2021","I haven't been watching this page (sorry!) but I'll add reviewing this to my to-do list, and will share my thoughts asap. Feel free to ping me if I seem to have forgotten!",2166658_74830e_6,3,Hemothorax,2166658
2166658_74830e_8,Does anyone check this page,Steve M,"00:38, 17 January 2021",", I will have nearly the entire day to expand on this article for the next two days. Please do so is you wish to.",2166658_74830e_7,4,Hemothorax,2166658
2166658_74830e_9,Does anyone check this page,SandyGeorgia,"23:42, 16 January 2021",* Should most of what is now listed at Hemothorax#See_also be incorporated into a Differential section of Diagnosis?,,0,Hemothorax,2166658
2166658_74830e_10,Does anyone check this page,Steve M,"23:50, 16 January 2021","*:, I'll add them by the end of today. I do have an issue, though, with sourcing. What other sources exist than case report? There are a very limited handful of reviews, and I can't find many good ones.",,0,Hemothorax,2166658
2166658_74830e_11,Does anyone check this page,SandyGeorgia,"23:51, 16 January 2021",*:: Have you searched books.google.com and scholar.google.com?,,0,Hemothorax,2166658
2166658_74830e_12,Does anyone check this page,Steve M,"00:06, 17 January 2021","*:::, Yes. I found a few reviews and Murray and Nadel, which are definitely good. What is the policy on case reports? Do they all need to be removed entirely?",,0,Hemothorax,2166658
2166658_74830e_13,Does anyone check this page,SandyGeorgia,"00:22, 17 January 2021","*:::: It is possible to use some primary sources in a limited way, but I do not know this content area well enough to opine on the uses of case reports: I would rely instead on Axl's or Memdmarti's feedback.",,0,Hemothorax,2166658
2166658_3c8d2f_1,Horses,SandyGeorgia,"00:45, 17 January 2021","There are several issues in this new section:
* On the image, see MOS:CAPTIONS (no punctuation on sentence fragments).
* The image discusses hemothorax caused by anti-coagulant poisoning; this is the first (and only) mention of same on the page, and there are no wikilinks.
* There are copyedit needs in the text, and the text rambles without apparent order or cohesion:
:* worsen the bleeding. the prognosis depends on the underlying cause.
:* and usually traumatic. It may result from trauma that involves the pleural, pleural, or rupture of large thoracic blood vessels.
:* Ultrasound is an effective method to detect and fluid in the pleural cavity.
:* In addition, in the case of open trauma to pulmonary rupture, broad spectrum antibiotics are given. ... what is ""in addition"" adding?
:*  but cases that develop pleuritis  ... do cases develop?
Perhaps a good read-through and copyedit of that new section, with organized paragraphs, will help. Steve M, slow and steady wins the race when it comes to prepping an article for FAC.",,0,Hemothorax,2166658
2166658_3c8d2f_2,Horses,Steve M,"16:35, 17 January 2021",", I have done the copyedit. Please tell me if there are any issues remaining with the section.",2166658_3c8d2f_1,1,Hemothorax,2166658
2166658_3c8d2f_3,Horses,SandyGeorgia,"17:43, 17 January 2021","Getting better, although again, the lung experts need to weigh in :)
::* It can result from any injury that involves the pleural, intercostal, intervertebreal, pleural, cardiac,[39] or thoracic wall muscle.  I don't know pleural is repeated (twice).
::* Doublecheck that all the terms are wikilinked somewhere in the article, preferably close by.
::* We still have anticoagulant poisoning mentioned only in the image caption, and nowhere else in the article.
::* Shows by ? Bloody pleural effusions are shows by a swirling, hyperechoic pattern.
::* However, especially in traumatic cases, percussion may be painful ... see overuse of however and User:John/however.
::* Words like additionally and also are almost always redundant. Same for ""in order to'' which is the same as ""to"".
::* The prognosis depends a lot on the underlying cause ... ""a lot on"" is very informal.
::",2166658_3c8d2f_2,2,Hemothorax,2166658
2166658_3c8d2f_4,Horses,Steve M,"18:59, 17 January 2021",", anticoagulants are mentioned in the traumatic subsection of the Causes section.",2166658_3c8d2f_3,3,Hemothorax,2166658
2166658_3c8d2f_5,Horses,Steve M,"19:07, 17 January 2021",", All the other issues have been addressed.",2166658_3c8d2f_3,3,Hemothorax,2166658
2166658_7c7f84_1,Some thoughts,Ajpolino,"19:13, 17 January 2021","I'll reiterate that I knew nothing about hemothorax before you brought this page to FAC, so please feel free to dismiss any bad ideas I come up with. I'll post comments as I go, since I'm a slow reader and you indicated you may be available today. Feel free to respond to each inline, at the end, or not at all. Here we go:
;Signs & symptoms
*I still feel this section gives the odd impression that someone might feel breathless and think ""oh my, maybe I have a hemothorax"". Instead, my understanding (and I'm no trauma/lung expert) is that we'd suspect hemothorax because someone had a traumatic injury. Could this be made more clear?
*This review mentions distinct symptoms for a more severe ""massive hemothorax"" (1.5L of blood at drain placement!?) that can cause shock. Worth a sentence?
*This article (section ""Traumatic hemothorax"") also lays out more clinical signs of low blood volume associated with traumatic hemothorax.
*Sources - are mostly ok. In the past some folks have been unimpressed with StatPearls articles, but I can't remember the specific issue and the few I've read have been fine. Surely [[link] (a 2006 case report) can be replaced by something more recent and authoritative. It's used to back-up a sentence that basically just says hemothorax can result in signs of low blood volume, which you should be able to find clearly stated elsewhere (perhaps the source I link above?).",,0,Hemothorax,2166658
2166658_7c7f84_2,Some thoughts,Steve M,"20:18, 17 January 2021","*:, I have addressed all the issues in this section.",,0,Hemothorax,2166658
2166658_7c7f84_3,Some thoughts,Ajpolino,"19:59, 17 January 2021",";Causes
*One of the reviews I linked above gives much more detail into how trauma can result in hemothorax. I think it'd be worth including at least some of that detail here.
*The article currently divides hemothorax into traumatic, non-traumatic, and iatrogenic. I'm finding lots of sources discussing traumatic hemothorax, some discussing non-traumatic, and almost none discussing iatrogenic hemothorax. So perhaps the section should just be divided into traumatic and non-traumatic, and iatrogenic hemothorax could get a sentence or two in the non-traumatic subsection?
*Wikilink thoracentesis
*The nontraumatic section is a bit of disorienting read, as if the sentences could be rescrambled into another order and make just as much sense. Any ideas for how we could reorganize it with an aim to improve flow (that's a question for the whole group; I don't have a bold idea here)?
*On a similar note, it seems like catamenial haemothorax is covered in much more detail than other nontraumatic hemothoraces. The goal is for the section to reflect the importance (in sources, and theoretically in medicine) of each idea within. I suspect that would mean either slimming the endometriosis coverage a bit, or substantially beefing up the coverage of other non-traumatic causes?
*Sources - some are a bit old. If the material they cite is still up-to-date, I'm guessing we can find a more recent reference. Regarding the case reports: case reports can be easy to find, and often come with brief topical reviews, both of which are nice. But they also tend to describe unusual cases and (this is an opinion I have no factual basis for; it's just a suspicion I've developed over time) I suspect the topical reviews on case reports encounter less scrutiny during review than standalone reviews do. So where possible, I think it's best to refer to standalone reviews rather than case reports. That said, there's no strict prohibition on using the topical review in many case reports as a reference. But if I were you, I'd replace them.",,0,Hemothorax,2166658
2166658_7c7f84_4,Some thoughts,Steve M,"22:56, 17 January 2021","*:, is the section more organized now?",,0,Hemothorax,2166658
2166658_7c7f84_5,Some thoughts,Steve M,"13:48, 18 January 2021","*:, I replaced all the poor sources except for one where there is no better source.",,0,Hemothorax,2166658
2166658_7c7f84_6,Some thoughts,Ajpolino,"20:28, 17 January 2021",";Mechanisms
*Hmmm I'm having trouble seeing how this section fits into the article as a whole. I suppose I'd suggest splitting it up? The first paragraph reads like a ""Background"" section. The second paragraph could mostly be description to beef up the Signs & symptoms section (where we already mention that many of the signs of hemothorax are signs of low blood volume). The last paragraph could probably go to Prognosis or Management, neither of which I've read yet, so I'm not sure where exactly to put it?
*Alternatively, you could keep the second paragraph and add more material to fill out this section. We typically use the Mechanisms section to expand on how the material in the Causes section leads to the disease. So perhaps more detail on how trauma (somewhat obvious), cancers, et al. lead to hemothorax?
*Sources - some of these sources are a bit old, though none of the old sources reference anything controversial. I don't have access to those textbooks, so no opinion on those.",,0,Hemothorax,2166658
2166658_7c7f84_7,Some thoughts,Steve M,"13:50, 18 January 2021","*:, All issues in this section have been addressed for now.",,0,Hemothorax,2166658
2166658_7c7f84_8,Some thoughts,Ajpolino,"00:38, 18 January 2021",";Diagnosis
*[[link] mentions a high sensitivity and specificity of diagnosing trauma hemopneumothorax by auscultation. May be worth a mention?
* I've never heard of this before and I can't wrap my head around why this would work. The textbook cited doesn't provide any further details. Does anyone know if this is common? Is there a standard volume that fluid RBC counts are always reported in (i.e. do they assume it's the RBC count in 1 mL of pleural fluid?)?
That's all I'll get to today! Will continue as soon as I can find a bit of time. Haven't had a chance to review your changes either. Sorry. Hope all is well.",,0,Hemothorax,2166658
2166658_7c7f84_9,Some thoughts,Axl,"21:20, 17 January 2021","* Hi, Steve M and SandyGeorgia. My personal favourite respiratory textbook is Fishman's Pulmonary Diseases and Disorders. For pleural diseases, Light's Pleural Diseases is the best. Regarding case reports, in general I am not keen on incorporating them into Wikipedia as sources. While they often have literature review summaries, these are not as authoritative as stand-alone review articles or textbooks.",,0,Hemothorax,2166658
2166658_7c7f84_10,Some thoughts,Steve M,"22:49, 17 January 2021","*:, Is there any issue with subheadings for Iatrogenic, vascular, and Catamenial in the non-traumatic section?",,0,Hemothorax,2166658
2166658_7c7f84_11,Some thoughts,Steve M,"23:46, 17 January 2021","*:, where would the background section go?",,0,Hemothorax,2166658
2166658_7c7f84_12,Some thoughts,Axl,"00:31, 18 January 2021","It is unclear to me that a separate subsection for ""Catamenial"" is justified. This is a rare type of non-traumatic haemothorax. The three references currently included are all specific for thoracic endometriosis rather than generic haemothorax. I shall try to find some information on the incidence of catamenial haemothorax.
::: WP:MEDMOS doesn't actually mention a ""Background"" section at all in disease articles. Nevertheless, in this article I think that it is reasonable to include a three-sentence background as we currently have, to provide readers with this basic anatomical information. In my opinion, this background section should be near the top of the article, immediately after the table of contents, and before ""Signs and symptoms"".",2166658_7c7f84_11,3,Hemothorax,2166658
2166658_7c7f84_13,Some thoughts,Steve M,"00:42, 18 January 2021",", what article should the main article template point to in the Background section?",2166658_7c7f84_12,4,Hemothorax,2166658
2166658_7c7f84_14,Some thoughts,Axl,"01:49, 18 January 2021","I think that ""Pleural cavity"" would be better than ""Thoracic cavity"".",2166658_7c7f84_13,5,Hemothorax,2166658
2166658_7c7f84_15,Some thoughts,Axl,"01:50, 18 January 2021",I have changed it.,2166658_7c7f84_14,6,Hemothorax,2166658
2166658_7c7f84_16,Some thoughts,Steve M,"03:49, 18 January 2021","*:, should information be removed if the only sources are case reports?",,0,Hemothorax,2166658
2166658_7c7f84_17,Some thoughts,Axl,"11:35, 18 January 2021","Well, the first step should be to consider if the information is really worthy of being included in Wikipedia's article (i.e. even if you had a good-quality source). If it should, then look for better quality sources. If we can't find good sources, then try to get a consensus on whether the info is justified by the (case report) source. Each statement needs to be evaluated on its own. This is not a simple yes or no blanket answer.",2166658_7c7f84_16,3,Hemothorax,2166658
2166658_7c7f84_18,Some thoughts,Steve M,"13:40, 18 January 2021",", is this worth uncluding despite primary sources? ""It generally occurs acutely (within 24 hours of the procedure). Most cases caused by thoracentesis occur due to lacerations of the intercostal artery. The risk of this can be reduced if color doppler is used."" I am unable to find any other sources that support it.",2166658_7c7f84_17,4,Hemothorax,2166658
2166658_7c7f84_19,Some thoughts,Steve M,"21:00, 18 January 2021",", for now, all the issues in this have been addressed.",2166658_7c7f84_16,1,Hemothorax,2166658
2166658_7c7f84_20,Some thoughts,Steve M,"00:39, 19 January 2021",", Light's pleural diseases, believe it or not, does contain the information that it is true. SO I readded it.",2166658_7c7f84_16,1,Hemothorax,2166658
2166658_7c7f84_21,Some thoughts,Axl,"16:55, 18 January 2021","::::: In my opinion, these statements and reference should not be included. I accept that the statements are probably true. However there is no indication of the proportion of iatrogenic haemothoraces that are caused by thoracentesis. (Actually the most common iatrogenic causes are central venous catheterization or translumbar aortography.) The source is specifically about thoracentesis, not haemothorax in general.",,0,Hemothorax,2166658
2166658_7c7f84_22,Some thoughts,SandyGeorgia,"16:59, 18 January 2021","Steve M, do you have access to the books Axl mentions above at 21:20, 17 January 2021?  It would seem those might be necessary in the attempt to produce a Featured article.",2166658_7c7f84_21,5,Hemothorax,2166658
2166658_7c7f84_23,Some thoughts,Steve M,"17:54, 18 January 2021",", yes, I do. I will try inserting content in from those books, but I obviously cannot copy/paste text from the book here. Best,",2166658_7c7f84_22,6,Hemothorax,2166658
2166658_7c7f84_24,Some thoughts,Steve M,"20:48, 18 January 2021",", I have taken and paraphrased all information from the Fishman book.",2166658_7c7f84_22,6,Hemothorax,2166658
2166658_7c7f84_25,Some thoughts,Axl,"21:36, 18 January 2021","There's not much information about haemothorax in Fishman: only two paragraphs and one table. (Oddly, there is a disproportionate emphasis on catamenial haemothorax.) Unsurprisingly, Light's textbook has much more information because it specializes in pleural diseases.",2166658_7c7f84_24,7,Hemothorax,2166658
2166658_7c7f84_26,Some thoughts,Steve M,"23:58, 18 January 2021",", I'll check that too.",2166658_7c7f84_25,8,Hemothorax,2166658
2166658_7c7f84_27,Some thoughts,Steve M,"01:27, 19 January 2021",", I have finished taking info from both books. What next?",2166658_7c7f84_22,6,Hemothorax,2166658
2166658_7c7f84_28,Some thoughts,SandyGeorgia,"01:30, 19 January 2021","Are the See also items differential diagnoses?  If so, they should be worked in.  If not, why are they there?  The relationship need to be explained or understood somewhere. Once content experts have reviewed the text and approved the sourcing, I would be willing to clean up the citation formatting to something consistent, but do not want to make that effort if others still have concerns about sourcing, content or prose. FAs take time :)",2166658_7c7f84_27,7,Hemothorax,2166658
2166658_7c7f84_29,Some thoughts,Axl,"11:54, 19 January 2021","No, they are not differential diagnoses. Cardiac tamponade is a potential complication (although it might be better described as a consequence of chest trauma rather than a complication of haemothorax). Haemopneumothorax is better characterized as a complication of pneumothorax, not of haemothorax. Pulmonary contusion and tension pneumothorax are typically consequences of chest injury.
:::::::: In the ""Causes"", ""Traumatic"" subsection, it would be reasonable to add one sentence mentioning that other chest injuries can also occur in the setting of chest trauma. Haemopneumothorax is already mentioned in the ""Nontraumatic"" subsection. I don't think that this ""See also"" section is helpful.",2166658_7c7f84_28,8,Hemothorax,2166658
2166658_7c7f84_30,Some thoughts,Axl,"12:07, 19 January 2021","Okay, I have added a sentence to the ""Traumatic"" subsection and deleted ""See also"".",2166658_7c7f84_29,9,Hemothorax,2166658
2166658_7c7f84_31,Some thoughts,Steve M,"18:57, 23 January 2021",", I have added superior images for the surgery section. Is it possible that you check them for MOS-related issues?",2166658_7c7f84_30,10,Hemothorax,2166658
2166658_7c7f84_32,Some thoughts,Steve M,"20:56, 19 January 2021",", now that the See also section has been addressed, what is the best course of action for me?",2166658_7c7f84_28,8,Hemothorax,2166658
2166658_7c7f84_33,Some thoughts,SandyGeorgia,"21:13, 19 January 2021","Same.  Wait for ajpolino, colin, axl, spicy, memdmarti to have time to review content, then I will clean up citations. People have lives and other commitments ... it takes time to produce an FA.",2166658_7c7f84_32,9,Hemothorax,2166658
2166658_7c7f84_34,Some thoughts,Ajpolino,"22:54, 23 January 2021","*I've taken a crack at making the Background section more layperson friendly. Hopefully that is a bit more orienting to the non-physician/anatomist? Happy to hear any feedback, and please correct any errors.",,0,Hemothorax,2166658
2166658_7c7f84_35,Some thoughts,Steve M,"01:02, 24 January 2021","*:, I fixed a comma issue, but asides from that, it looks fine",,0,Hemothorax,2166658
2166658_7c7f84_36,Some thoughts,Ajpolino,"22:58, 23 January 2021",*The first paragraph of Signs and symptoms is referenced to [[link] which doesn't backup most of the material in that paragraph.,,0,Hemothorax,2166658
2166658_7c7f84_37,Some thoughts,Steve M,"01:03, 24 January 2021","*:, I deleted all the info there, as it was mostly a lot of WP:SYNTH that did not have possible sourcing.",,0,Hemothorax,2166658
2166658_7c7f84_38,Some thoughts,Ajpolino,"20:26, 24 January 2021","*Hi Steve M, I'm slowly going through with a fine-toothed comb, so I'll continue to leave comments as I go from top-to-bottom. In the meantime, this article still has some sourcing issues. I know re-reading your own writing can be tiring and it's all too easy to run out of steam. But please go through to make sure every fact has a reliable reference (e.g. I'm looking at the Signs & symptoms section now and the first sentence  is not supported by the reference). Also high-quality sources are preferable to medium-quality sources. So if we can replace the remaining case reports, and maybe even the StatPearls articles (found the previous discussions here and here that left me with the impression that the StatPearls articles are of medium quality) we should. Lastly I'll be a bit more hands-on editing as I read, so please check my work to make sure I don't write anything idiotic. Sorry for the slow movement here and all the text we've generated. Hopefully we're moving towards a really nice resource!",,0,Hemothorax,2166658
2166658_7c7f84_39,Some thoughts,Steve M,"21:54, 24 January 2021","*:, I have fixed all the problematic sourcing in the Symptoms section.",,0,Hemothorax,2166658
2166658_7c7f84_40,Some thoughts,Ajpolino,"22:03, 24 January 2021","*::To be clear, I'd suggest you apply the same scrutiny to the whole article. There are references to several case reports (currently refs #12, 15, 32) and three StatPearls articles. Again, these aren't necessarily bad, but if a superior source exists it should be used. If no superior source exists, you should have some reason for why the article is incomplete without the information in question (you don't need to express that reason here, but be prepared to mention it at FAC if someone asks). One more: I don't know what this source is, but someone will likely ask you at FAC so be prepared to explain why it's reliable.",,0,Hemothorax,2166658
2166658_7c7f84_41,Some thoughts,Steve M,"23:08, 24 January 2021","*:::, I'm 100% sure that source is useless and can be removed. Not only is it unreliable, but it has nothing to offer.",,0,Hemothorax,2166658
2166658_7c7f84_42,Some thoughts,Steve M,"00:20, 25 January 2021",*::::The source has been removed,,0,Hemothorax,2166658
2166658_7c7f84_43,Some thoughts,Steve M,"03:04, 28 January 2021",*::::I don't really think there are any good sources that describe symptoms in detail. I looked through all review articles and three of the top books. It has been very difficult to find sources.,,0,Hemothorax,2166658
2166658_7c7f84_44,Some thoughts,Steve M,"03:08, 28 January 2021","*:::, in general, this topic suffers due to its severe lack of available secondary sources. Therefore, it was hard to find and good sources that say much about epidemology.",,0,Hemothorax,2166658
23789332_9a394d_1,Sources of TCDDs,Viinamakelainen,"19:05, 23 January 2011","Revision on the sources of TCDDs is misleading here and belongs to Dioxins and dioxin-like compounds. TCDD as defined here, is a single compound 2,3,7,8-tetrachlorodibenzo-p-dioxin, and the sources given are common to many related compounds. The sole sources of pure TCDD are accidents (Seveso) or deliberate poisonings as described. Please check Dioxins and dioxin-like compounds, and add the necessary sources there.",,0,"2,3,7,8-Tetrachlorodibenzodioxin",23789332
23789332_a745d9_1,Lead,Hekerui,"12:38, 28 September 2012","Thanks for working on this article! It looks very good and the sourcing appears excellent. The lead, the most important part of the article, needs to be expanded to adequately summarize all the article content per WP:LEAD. Best regards",,0,"2,3,7,8-Tetrachlorodibenzodioxin",23789332
23789332_8ff11b_1,Poorly written section on sugarcane,24.244.23.129#top,"22:36, 12 November 2019","The article contains a section on 2,3,7,8-TCDD accumulation in sugarcane. This section is sourced but extremely poorly written. It's difficult to decipher its meaning and it is not up to the quality of the rest of the article. I'm on the fence about whether it should be removed or rewritten. On one hand it seems a bit odd to have an entire section devoted to sugarcane, but on the other it is at least nominally relevant information. Thoughts?  —&nbsp;Preceding unsigned comment added by",,0,"2,3,7,8-Tetrachlorodibenzodioxin",23789332
23789332_8ff11b_2,Poorly written section on sugarcane,Pastychomper,"10:16, 9 January 2020",":Given the commercial importance of sugarcane (and interest in biofuels) I think it's worth leaving in.  It looks to me like it was translated or authored by a non-native English speaker, since the sentence construction was technically OK but difficult to read.  I've re-written it and tried to preserve the meaning, further changes welcome.
:It seemed to imply that dioxins were produced largely because chlorides were included in the sugarcane fertilisers, and that Cl is only included because it happens to be in the usual potassium sources.  I'm not sure how accurate that is, since a certain amount of Cl will be needed by the plant in any case, but it might make a difference and might be in the relevant source - I don't have access that source except for the abstract.",,0,"2,3,7,8-Tetrachlorodibenzodioxin",23789332
23789332_8ff11b_3,Poorly written section on sugarcane,Viinamakelainen,"18:26, 20 February 2020","You are right. Sugarcane does not belong here, it could be shortly mentioned in Dioxins and dioxin-like compounds, even if it is trivial as a source of dioxins. I am editing both entries shortly and plan to delete it here.",,0,"2,3,7,8-Tetrachlorodibenzodioxin",23789332
261613_7113ad_1,Epidemiology,Darrkwings,"10:39, 30 September 2007","I don't think this article deals with the epidemiolgy of gastric cancer very well. It even implies that the UK has a high incidence, in the textbook general and systemic pathology by JCE Underwood, it says the highest incidence is in Japan, China, Columbia and Finland. It says that there is a low incidence in the UK and USA. I heard that due the the high prevelance in countries like Japan they have started screening programmes which means although the incidence is worse in Japan the cancer is often caught early which means the mortality rate in Japan is better than in countries such as the UK and the USA. I think this information is important and should be included in this article.",,0,Stomach cancer,261613
261613_712859_1,Headline text,Alex.tan,"15:13, 7 Oct 2003","Other pages, this page has public domain data from a brochure. While the data is relevant, it is formatted in a way that seems, well, like it belongs in a brochure. This is meant to be an encyclopedia so this needs to be looked into in the long run. --",,0,Stomach cancer,261613
261613_b20dc6_1,Four paragraphs removed,Arcadian,"18:32, 10 January 2006","I removed the following four paragarphs, because they don't relate to Stomach cancer per se. Any objections? --",,0,Stomach cancer,261613
261613_b20dc6_2,Four paragraphs removed,Andrew73,"18:36, 10 January 2006","Many patients with cancer are motivated to learn all they can about the disease and their treatment choices so they can take an active part in decisions about their medical care. The doctor is the best person to answer questions about their diagnosis and treatment plan.
When a person is diagnosed with cancer, shock and stress are natural reactions. These feelings may make it difficult for people to think of everything they want to ask the doctor. Often, it helps to make a list of questions. Also, to help remember what the doctor says, patients may take notes or ask whether they may use a tape recorder. Some people also want to have a family member or friend with them when they talk to the doctor -- to take part in the discussion, to take notes, or just to listen. Patients should not feel the need to ask all their questions or remember all the answers at one time. They will have other chances to ask the doctor to explain things and to get more information.
When talking about treatment choices, the patient may want to ask about taking part in a research study. Such studies, called clinical trials, are designed to improve cancer treatment.
Patients and their loved ones are naturally concerned about the effectiveness of the treatment. Sometimes they use statistics to try to figure out whether the patient will be cured, or how long he or she will live. It is important to remember, however, that statistics are averages based on large numbers of patients. They cannot be used to predict what will happen to a particular person because no two cancer patients are alike; treatments and responses vary greatly. Patients may want to talk with the doctor about the chance of recovery (prognosis). When doctors talk about surviving cancer, they may use the term remission rather than cure. Even though many patients recover completely, doctors use this term because the disease can return. (The return of cancer is called a recurrence.)
: Agree with the removal.",,0,Stomach cancer,261613
261613_b20dc6_3,Four paragraphs removed,Samir_grover,"09:18, 24 February 2006","Totally agree, and article needs some more clean-up.  I'll start when I have some time.  --",261613_b20dc6_2,1,Stomach cancer,261613
261613_b20dc6_4,Four paragraphs removed,Fuse809,"17:44, 3 April 2014","I disagree with the idea of removing the reminder to patients about how they should best proceed.  Even though those paragraphs do not pertain to stomaach cancer per se, the people who come to this site, for the most part, are not gastroenterologists; they are people who have either received the diagnosis or are very close to someone who did. These lay people are not thinking completely clinically when they turn to this site and they can use this additional reminder of how to proceed with the influx of info they are about to have to absorb.  dwinetsk 18:07, 12 March 2006 (EST)
: I concur; after all aren't we meant to come from a neutral point of view? This hardly sounds neutral to me.",261613_b20dc6_2,1,Stomach cancer,261613
261613_f7a78b_1,why remove external link to important gastric cancer info?,Jfdwolff,"14:30, 21 March 2006","Why remove the link to HDGC information? It's stomach cancer, a genetic form, and people need to know about it.
:Inserting a link is not the same as providing information. If you truly want to provide information, just write a few lines in the article. The external link can then be used as a reference, although I would personally prefer an actual journal reference to a recent peer-reviewed article. Please review Wikipedia:External links.",,0,Stomach cancer,261613
